"Country Name","Country Code","Indicator Name","Indicator Code","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","2.5","2.42857142857143","2.5","2.64285714285714","2.75","2.75","2.65","2.72727272727273","2.70833333333333","2.70833333333333","2.70833333333333",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","2.58333333333333","2.35714285714286","2.35714285714286","2.42857142857143","2.5","2.5","2.7","2.77272727272727","2.70833333333333","2.66666666666667","2.66666666666667",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","2.83333333333333","2.71428571428571","2.7","2.71428571428571","2.8","2.8125","2.87","2.86363636363636","2.83333333333333","2.85","2.83333333333333",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","3.08333333333333","3","3","3.07142857142857","3.1875","3.1875","3.1","3","2.95833333333333","2.95833333333333","2.95833333333333",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","2.66666666666667","2.5","2.5","2.5","2.5","2.5625","2.6","2.59090909090909","2.58333333333333","2.875","2.54166666666667",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","2.91666666666667","2.92857142857143","2.78571428571429","2.85714285714286","2.9375","3","2.8","2.72727272727273","2.625","2.66666666666667","2.625",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","3.19444444444444","3.09047619047619","3.14285714285714","3.15714285714286","3.27083333333333","3.25","3.15","3.06060606060606","3.04166666666667","3.055555","2.98611083333333",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","3.75","3.71428571428571","3.64285714285714","3.57142857142857","3.875","3.875","3.8","3.72727272727273","3.70833333333333","3.75","3.70833333333333",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","2.83333333333333","2.78571428571429","2.71428571428571","2.64285714285714","2.75","2.6875","2.85","2.86363636363636","2.83333333333333","2.91666666666667","2.875",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","3.04861111111111","2.96547619047619","2.96785714285714","2.98571428571429","3.06979166666667","3.05104166666667","2.985","2.95","2.94166666666667","2.94514","2.91041666666667",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","2.86666666666667","2.83333333333333","2.86666666666667","2.8","2.8125","2.9375","3.03125","3.08823529411765","3.11764705882353","3.20588235294118","3.20588235294118",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","2.8","2.76666666666667","2.73333333333333","2.66666666666667","2.71875","2.625","2.65625","2.70588235294118","2.73529411764706","2.70588235294118","2.70588235294118",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","2.36666666666667","2.23333333333333","2.36666666666667","2.5","2.53125","2.625","2.65625","2.61764705882353","2.64705882352941","2.76470588235294","2.79411764705882",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","2.75555555555556","2.67111111111111","2.74444444444444","2.81333333333333","2.91666666666667","2.95833333333333","3","2.91176470588235","2.88235294117647","2.90196039215686","2.87254921568627",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","3.1","3.06666666666667","3.06666666666667","3.06666666666667","3.125","3.09375","3.15625","3.05882352941176","3","3.05882352941176","3.08823529411765",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","2.7","2.7","2.76666666666667","2.66666666666667","2.78125","2.9375","3.09375","2.94117647058824","2.94117647058824","2.88235294117647","2.91176470588235",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","2.7","2.76666666666667","2.73333333333333","2.5","2.53125","2.53125","2.5625","2.58823529411765","2.58823529411765","2.58823529411765","2.55882352941176",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","2.8","2.73333333333333","2.76666666666667","2.83333333333333","2.9375","2.96875","3.03125","2.91176470588235","2.88235294117647","2.79411764705882","2.76470588235294",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","2.96666666666667","2.93333333333333","2.96666666666667","2.96666666666667","2.90625","2.9375","2.96875","2.91176470588235","2.94117647058824","3","2.97058823529412",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","3.1","3.03333333333333","3.1","3.1","3.28125","3.28125","3.3125","3.20588235294118","3.11764705882353","3.14705882352941","3.05882352941176",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","2.78666666666667","2.74666666666667","2.77333333333333","2.72666666666667","2.7375","2.80625","2.90625","2.84117647058823","2.82941176470588","2.87647058823529","2.90588235294118",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","2.73333333333333","2.63333333333333","2.63333333333333","2.53333333333333","2.53125","2.59375","2.8125","2.79411764705882","2.70588235294118","2.79411764705882","2.91176470588235",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","2.43333333333333","2.43333333333333","2.43333333333333","2.4","2.4375","2.40625","2.4375","2.29411764705882","2.35294117647059","2.35294117647059","2.35294117647059",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","2.62","2.58666666666667","2.56","2.53333333333333","2.6","2.60625","2.65","2.54705882352941","2.55294117647059","2.61176470588235","2.6",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","2.63333333333333","2.5","2.5","2.46666666666667","2.59375","2.65625","2.71875","2.64705882352941","2.67647058823529","2.76470588235294","2.73529411764706",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","2.53333333333333","2.56666666666667","2.53333333333333","2.43333333333333","2.53125","2.5625","2.5625","2.47058823529412","2.47058823529412","2.52941176470588","2.5",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","2.66666666666667","2.78571428571429","2.63333333333333","2.66666666666667","2.65625","2.625","2.625","2.47058823529412","2.44117647058824","2.5","2.52941176470588",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","2.91111111111111","2.94444444444444","2.93333333333333","2.84","2.875","2.84375","2.86458333333333","2.86274509803922","2.8921568627451","2.88235333333333","2.86274490196078",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","3.23333333333333","3.36666666666667","3.33333333333333","3.33333333333333","3.375","3.375","3.375","3.29411764705882","3.35294117647059","3.35294117647059","3.32352941176471",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","2.4","2.33333333333333","2.26666666666667","2.3","2.3125","2.3125","2.375","2.26470588235294","2.26470588235294","2.35294117647059","2.32352941176471",
"IDA countries in Sub-Saharan Africa classified as fragile situations","DSF","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","2.76833333333333","2.73611111111111","2.75277777777778","2.72666666666667","2.78229166666667","2.80364583333333","2.85520833333333","2.7906862745098","2.78921568627451","2.81813843137255","2.81029470588235",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","3.45238095238095","3.52380952380952","3.57142857142857","3.61904761904762","3.66666666666667","3.64285714285714","3.76190476190476","3.78571428571429","3.80952380952381","3.78571428571429","3.78571428571429",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","3.4047619047619","3.30952380952381","3.35714285714286","3.38095238095238","3.38095238095238","3.35714285714286","3.38095238095238","3.38095238095238","3.38095238095238","3.38095238095238","3.4047619047619",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","3.54761904761905","3.5952380952381","3.66666666666667","3.66666666666667","3.64285714285714","3.64285714285714","3.71428571428571","3.78571428571429","3.80952380952381","3.80952380952381","3.69047619047619",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","3.6984126984127","3.76984126984127","3.80952380952381","3.77619047619048","3.76190476190476","3.72222222222222","3.73015873015873","3.77777777777778","3.75396825396825","3.69047587301587","3.60317428571429",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","3.69047619047619","3.57142857142857","3.61904761904762","3.64285714285714","3.61904761904762","3.5952380952381","3.5952380952381","3.64285714285714","3.69047619047619","3.64285714285714","3.69047619047619",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","3.57142857142857","3.61904761904762","3.57142857142857","3.54761904761905","3.57142857142857","3.61904761904762","3.54761904761905","3.5952380952381","3.5952380952381","3.5952380952381","3.57142857142857",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","3.14285714285714","3.16666666666667","3.26190476190476","3.28571428571429","3.33333333333333","3.30952380952381","3.28571428571429","3.21428571428571","3.21428571428571","3.19047619047619","3.16666666666667",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","3.71428571428571","3.80952380952381","3.83333333333333","3.80952380952381","3.76190476190476","3.64285714285714","3.66666666666667","3.66666666666667","3.57142857142857","3.45238095238095","3.38095238095238",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","3.45238095238095","3.42857142857143","3.45238095238095","3.42857142857143","3.42857142857143","3.47619047619048","3.42857142857143","3.42857142857143","3.42857142857143","3.42857142857143","3.4047619047619",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","3.83333333333333","3.9047619047619","3.92857142857143","3.88095238095238","3.88095238095238","3.88095238095238","3.80952380952381","3.88095238095238","3.88095238095238","3.80952380952381","3.73809523809524",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","3.40476190476191","3.4","3.41428571428571","3.41428571428571","3.42380952380952","3.45714285714286","3.47619047619048","3.5","3.5047619047619","3.5047619047619","3.5",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","3.30952380952381","3.23809523809524","3.26190476190476","3.23809523809524","3.21428571428571","3.28571428571429","3.4047619047619","3.42857142857143","3.42857142857143","3.47619047619048","3.47619047619048",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","3.02380952380952","3.07142857142857","3.04761904761905","3.04761904761905","3.04761904761905","3.07142857142857","3.07142857142857","3.0952380952381","3.07142857142857","3.04761904761905","3.0952380952381",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","3.26666666666667","3.27142857142857","3.29047619047619","3.27142857142857","3.26666666666667","3.26666666666667","3.26666666666667","3.27142857142857","3.25714285714286","3.24285714285714","3.25714285714286",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","3.38095238095238","3.42857142857143","3.45238095238095","3.4047619047619","3.4047619047619","3.42857142857143","3.4047619047619","3.38095238095238","3.30952380952381","3.35714285714286","3.35714285714286",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","3.14285714285714","3.14285714285714","3.19047619047619","3.19047619047619","3.21428571428571","3.21428571428571","3.16666666666667","3.16666666666667","3.14285714285714","3.11904761904762","3.11904761904762",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","3.23809523809524","3.14285714285714","3.21428571428571","3.23809523809524","3.23809523809524","3.26190476190476","3.23809523809524","3.26190476190476","3.26190476190476","3.23809523809524","3.26190476190476",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","3.46825396825397","3.46190476190476","3.49206349206349","3.5","3.53174603174603","3.50793650793651","3.50793650793651","3.48412698412698","3.5","3.50000031746032","3.50000063492063",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","3.85714285714286","3.88095238095238","3.85714285714286","3.85714285714286","3.88095238095238","3.85714285714286","3.85714285714286","3.85714285714286","3.9047619047619","3.92857142857143","3.92857142857143",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","3.0952380952381","3.0952380952381","3.14285714285714","3.07142857142857","3.04761904761905","3.02380952380952","3.0952380952381","3.07142857142857","3.07142857142857","3.04761904761905","3.02380952380952",
"IDA countries in Sub-Saharan Africa not classified as fragile situations","DNS","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","3.45952380952381","3.47539682539683","3.5015873015873","3.4952380952381","3.49603174603175","3.48849206349206","3.49523809523809","3.50833333333333","3.50396825396826","3.48452476190476","3.46508015873016",
"IDA countries not classified as fragile situations","DNF","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","3.6195652173913","3.62765957446809","3.64893617021277","3.69148936170213","3.68085106382979","3.71276595744681","3.82978723404255","3.86170212765957","3.8936170212766","3.87234042553191","3.86170212765957",
"IDA countries not classified as fragile situations","DNF","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","3.52173913043478","3.40425531914894","3.45744680851064","3.43617021276596","3.42553191489362","3.41489361702128","3.40425531914894","3.38297872340426","3.3936170212766","3.3936170212766","3.38297872340426",
"IDA countries not classified as fragile situations","DNF","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","3.67391304347826","3.70212765957447","3.71276595744681","3.71276595744681","3.68085106382979","3.68085106382979","3.71276595744681","3.71276595744681","3.68085106382979","3.70212765957447","3.63829787234043",
"IDA countries not classified as fragile situations","DNF","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","3.73188405797102","3.75035460992908","3.74822695035461","3.71914893617021","3.70567375886525","3.69858156028369","3.69148936170213","3.67375886524823","3.62411347517731","3.59929042553191","3.55319134751773",
"IDA countries not classified as fragile situations","DNF","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","3.55434782608696","3.51063829787234","3.56382978723404","3.58510638297872","3.62765957446809","3.64893617021277","3.63829787234043","3.67021276595745","3.68085106382979","3.65957446808511","3.65957446808511",
"IDA countries not classified as fragile situations","DNF","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","3.58695652173913","3.59574468085106","3.6063829787234","3.6063829787234","3.63829787234043","3.69148936170213","3.68085106382979","3.69148936170213","3.68085106382979","3.68085106382979","3.63829787234043",
"IDA countries not classified as fragile situations","DNF","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","3.22826086956522","3.25531914893617","3.29787234042553","3.27659574468085","3.23404255319149","3.23404255319149","3.24468085106383","3.19148936170213","3.14893617021277","3.13829787234043","3.07446808510638",
"IDA countries not classified as fragile situations","DNF","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","3.6304347826087","3.62765957446809","3.64893617021277","3.65957446808511","3.64893617021277","3.62765957446809","3.61702127659574","3.53191489361702","3.45744680851064","3.38297872340426","3.34042553191489",
